,id,name,lat,lng
0,50582e7be4b092540b45419a,j.co donuts & coffee,14.733403680271701,121.06013555573817
1,5312cb21498e14478618f0b1,seattle's best coffee,14.737076488356696,121.05946015881274
2,4d8afddc6daeb60c50e36fe0,antonio's coffee and bibingka,14.734140068986443,121.05676436514891
3,4d567c849e508cfa671a0e9b,forza coffee house,14.732926,121.066557
4,58af954037318105ddb97c35,bo's coffee,14.73622,121.06046
5,4cb0222fc5e6a1cdadbed2f6,the coffee experience,14.733236,121.060199
6,53563c7a498e92e5a398c55b,j.co donuts & coffee,14.736413611755967,121.06013049403916
7,584a6655126ae87dbd143bfd,the coffee bean & tea leaf,14.73648711702714,121.06015077602864
8,5c497d3c3fcee8002c885743,bell coffee,14.736452,121.05979
9,5469735e498e524c1676b5a7,"figaro coffee company, fairvew terraces",14.737027965038838,121.05972577074546
10,532be473498e85bccc5fe2d5,il padrino coffee,14.736266193934807,121.05918837584296
11,62f853678867e9693a12257e,the coffee bean & tea leaf,14.73316,121.05767
12,5cc2b15a47f876002c1e45fc,nitro 7 coffee & tea bar,14.733636,121.056972
13,5841191e561ded102421733f,bo's coffee,14.734432696256597,121.05671033609693
14,6200a4c131e878732644e9ec,craft coffee revolution,14.727524,121.05673
15,53055beb498e87041e7204f9,starbucks,14.735774587708931,121.06022073566187
16,4b78d398f964a520cee32ee3,starbucks,14.734810516398976,121.05747803671143
17,565f0e0d498e769acd81b2d5,the coffe bean and tea leaf,14.736437296491102,121.06012882976529
18,4e5b077352b1b78b81b213b9,starbucks,14.734756226044103,121.05951673388958
19,4e9131bc5c5c4562f04df1be,figaro,14.727280544419417,121.05753691276665
20,53a550d0498e0f243a884b27,café mary grace,14.736818153345297,121.06044955891092
21,5cc3c4f58c812a002cd2e55b,kumori japanese bakery & cafe,14.733115,121.058787
22,4dc75638b3ad20ab9e44bc68,saint cafe- fairview,14.733797228705889,121.05804920196533
23,510b9369e4b0ca91e2277760,metro spoon cafe,14.73442162161288,121.0690013840437
24,4fb8fccbe4b06b008d4f2b58,bee garden and cafe,14.730985369560832,121.06460717243698
25,5e64a341e1609000082444e1,nachang cafe,14.735515,121.063306
26,5609de16498e3014df0fb3ff,1802 burger café,14.731512689057558,121.06101331565831
27,54ae32d9498ec7434efe0608,jit's cafe,14.726425598460363,121.06695956457173
28,566e38ef38fa37fd4ba76e52,café mary grace,14.734690865100017,121.06042712453701
29,53b20840498e6744c35128b9,metrospoon cafe,14.72621717889103,121.06693024699447
30,55fce305498e0e309269040f,conti's bakery & cafe,14.735848045357987,121.06024972053731
31,5de65025e1247200085285d0,wang fu chinese café,14.733124,121.059917
32,5a9bd5e8c036353f0eb9e2f2,hobing korean dessert café,14.736208,121.06026
33,5e2d84ebcc49c20008a5e434,black scoop café,14.736235,121.060197
34,6325b3162f3bcb1ee79a3363,cafe luca,14.725892,121.065848
